id,description,theme,genre
1119929,"Five friends on a small airplane mysteriously lose their radio connection on a trip from New York to LA. As they continue their flight, they're forced to assume that a major disaster happened on the ground. They discover a stowaway, Erik, who urges them not to land at any cost. Before they run out of fuel, they must find out the truth.",High speed and special ops|Air pilot heroism and survival,Thriller|Action
1007580,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.","Crude humor and satire|Relationship comedy|Inspiring sports underdog stories|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy",Comedy
1045948,"Amit, Om, Javed and Bhupen - a group of four friends - have come a long way in life. Bhupen had a lifelong dream of going to Mount Everest with his three friends but the idea is quashed immediately as soon as he expresses it to them during a get-together. However, Bhupen's sudden death leads the trio to leave their cozy Delhi lives and trek to Everest Base Camp as friendship was their only motivation.",Song and dance|Bollywood emotional dramas,Drama|Family|Comedy
1029211,"It took Peggy Heller a long time to recover from the trauma of a brutal physical assault, suffered in her youth. When she married Robert, he provided her with the love and reassurance she craved for and the two settled down in a pretty house in the grounds of the public school where Robert was a master. But the headmaster of the school is not what he seems and Penny is convinced he means to harm her - is her fear a figment of her tortured imagination or are there forces at work that intend to manipulate her anxieties with fatal consequences?","Horror, the undead and monster classics|Creepy, chilling, and terrifying horror|Twisted dark psychological thriller|Gothic and eerie haunting horror|Terrifying, haunted, and supernatural horror|Intriguing and suspenseful murder mysteries",Horror|Mystery|Thriller
1012759,"Forty-year-old Andreas arrives in a strange city with no memory of how he got there. He is presented with a job, an apartment - even a wife. But before long, Andreas notices that something is wrong. Andreas makes an attempt to escape the city, but he discovers there's no way out. Andreas meets Hugo, who has found a crack in a wall in his cellar. Beautiful music streams out from the crack. Maybe it leads to ""the other side""? A new plan for escape is hatched.","Intense violence and sexual transgression|Surreal and thought-provoking visions of life and death|Dreamlike, quirky, and surreal storytelling",Comedy|Fantasy|Drama
1042225,"Traveling in search of a cure for a rare skin disease, a man finds freedom and love along the way.",Moving relationship stories|Touching and sentimental family stories,Romance|Drama
1013007,"After a nuclear holocaust tears the world apart, mankind is forced to the harshness of not only the oppression of others who are much more powerful, but the dead earth which seems to be getting worse with every passing moment. But a savior has risen from the ashes, a man who will defeat those who would torment the weak and make the world a livable place once more. A man named Kenshiro...",Epic heroes|Intense combat and martial arts|Superheroes in action-packed battles with villains|Dangerous technology and the apocalypse|Thought-provoking sci-fi action and future technology|Extreme gory horror and cannibalism,Science Fiction|Action|Animation
1002601,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.","Crime, drugs and gangsters|Gritty crime and ruthless gangsters|Suspenseful crime thrillers|Intriguing and suspenseful murder mysteries|Noir and dark crime dramas|Heists and thrilling action",Drama|Thriller|Crime|Mystery
1019591,A solo trip aboard a yacht takes a terrifying turn when a woman encounters three drug traffickers clinging to the shattered remains of a boat. They soon force her to dive into shark-infested waters to retrieve kilos of cocaine from the sunken wreck.,High speed and special ops|Twisted dark psychological thriller,Mystery|Thriller|Horror|Action
1010745,A psychotherapist finds himself held prisoner by a serial killer with an unusual request: curb his homicidal urges.,"Moving relationship stories|Twisted dark psychological thriller|Suspenseful crime thrillers|Gripping, intense violent crime|Powerful stories of heartbreak and suffering",Drama|Crime
1217918,Adithattu denotes the 'lower strata in the society and the fishing community falls under this stratum. Adithattu will also explore the problems and livelihood of the fishermen community and will be a thriller subject.,High speed and special ops|Disastrous voyages and heroic survival,Action|Thriller
1002440,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",Kids' animated fun and adventure|Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Laugh-out-loud relationship entanglements,Animation|Comedy|Family
1200580,"The crew of the first manned mission to Mars crash land on the surface in search of a clean everlasting power source they believe to be hidden somewhere beneath the ground. However, the crew find themselves in the middle of a civil war between the High Priest of Mars' royal guards and the High Priestess' warriors. The crew is divided with one half deciding to help the High Priest make peace with Earth and the other side with the High Priestess who is secretly plotting to kill her husband and invade Earth.","Monsters, aliens, sci-fi and the apocalypse|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Dangerous technology and the apocalypse|Thought-provoking sci-fi action and future technology",Action|Science Fiction
1014358,"Josh meets a young woman who shortly afterwards collapses and is rushed to hospital in an ambulance. He follows after her only to find that there is no record her being admitted, and he soon learns that her roommate also vanished after being picked up by the same ambulance. Convinced of a conspiracy, Josh proceeds to investigate, despite the discouragement of the police.","Crude humor and satire|Action comedy and silly heroics|Gags, jokes, and slapstick humor|Superheroes in action-packed battles with villains|Funny jokes and crude humor|Suspenseful crime thrillers",Comedy|Thriller|Action
1064801,A passenger of a hijacked airliner who happens to be an airplane engineer works to deactivate a chemical weapons bomb after the hijackers kill the pilot and threaten to kill all the passengers on the plane.,High speed and special ops|Explosive and action-packed heroes vs. villains|Air pilot heroism and survival|Action comedy and silly heroics,Thriller|Action
1038649,"An attorney arrives at a castle to settle the estate of its recently deceased owner. The owner's wife and daughter reveal that he was someone who was able to summon the souls of ancient plague victims and, in fact, his spirit was roaming the castle at that very moment. Soon occupants of the castle begin to die off in gruesome, violent ways.","Horror, the undead and monster classics|Gothic and eerie haunting horror|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Gory, gruesome, and slasher horror|Chilling experiments and classic monster horror",Horror|Mystery
1003096,"In the aftermath of the Spanish Civil War, Ana, a sensitive seven-year-old girl in a rural Spanish hamlet is traumatized after a traveling projectionist screens a print of James Whale's 1931 ""Frankenstein"" for the village. The youngster is profoundly disturbed by the scenes in which the monster murders the little girl and is later killed himself by the villagers. She questions her sister about the profundities of life and death and believes her older sibling when she tells her that the monster is not dead, but exists as a spirit inhabiting a nearby barn. When a Loyalist soldier, a fugitive from Franco's victorious army, hides out in the barn, Ana crosses from reality into a fantasy world of her own.","Humanity and the world around us|Surreal and thought-provoking visions of life and death|Terrifying, haunted, and supernatural horror|Dreamlike, quirky, and surreal storytelling|Creepy, chilling, and terrifying horror|Powerful poetic and passionate drama",Drama|Fantasy
1034566,An unemployed slacker inspires his softball teammates to improve their game to avoid getting kicked out of the local league.,"Crude humor and satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Teen school antics and laughter",Comedy
1017028,"A wealthy, fatherless British clan kidnaps bums and hippies and forces them to participate in an elaborate role-playing game in which they are the perfect family; those who refuse or attempt escape are ritualistically murdered.","Intense violence and sexual transgression|Graphic violence and brutal revenge|Challenging or sexual themes & twists|Gory, gruesome, and slasher horror|Twisted dark psychological thriller|Gripping, intense violent crime",Comedy|Horror
1098911,"After 20 years on the road with Blue Oyster Cult, Jimmy Testagros returns to his hometown to life with his ailing mother. Complications arise when he falls for an old friend, who is now married to his longtime nemesis.",Moving relationship stories|Emotional teen coming-of-age stories|Legendary musicians and stardom,Drama
1017710,A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,"Horror, the undead and monster classics|Violent action, guns, and crime|Survival horror and zombie carnage|Explosive and action-packed heroes vs. villains|Gory, gruesome, and slasher horror|Sci-fi horror, creatures, and aliens",Thriller|Horror
1009154,An ex-lawman is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,Westerns|Wild west outlaws and gunfights|Western frontier dramas with a touch of humor,Western
1006997,"Aging publisher Will Randall is at the end of his rope when a younger co-worker snatches his job out from under his nose. But after being bitten by a wolf, Will suddenly finds himself full of youthful vigor. As he struggles to regain his position, he becomes enthralled with Laura Alden, his former boss's daughter. And, as increasingly animal-like urges begin to overwhelm him, Randall worries that he may be turning into the creature that bit him.","Horror, the undead and monster classics|Bloody vampire horror|Creepy, chilling, and terrifying horror|Sci-fi horror, creatures, and aliens|Gothic and eerie haunting horror|Passion and romance",Horror|Drama|Fantasy|Romance
1051010,"Five years have passed and Jake has turned his back on his family. He's still up to his usual tricks in McClutchy's Bar, unaware, as he downs his latest opponent, that his eldest son, Nig, has died in a gang fight. The uncomfortable family reunion at Nig's funeral sparks a confrontation with second son, Sonny, and sets Jake and Sonny on a downward spiral.","Moving relationship stories|Violent action, guns, and crime|Heartbreaking and moving family drama|Powerful stories of heartbreak and suffering|Gripping, intense violent crime|Emotional and touching family dramas",Drama
1013724,"In 1943, as Hitler continues to wage war across Europe, a group of college students mount an underground resistance movement in Munich. Dedicated expressly to the downfall of the monolithic Third Reich war machine, they call themselves the White Rose. One of its few female members, Sophie Scholl is captured during a dangerous mission to distribute pamphlets on campus with her brother Hans. Unwavering in her convictions and loyalty to the White Rose, her cross-examination by the Gestapo quickly escalates into a searing test of wills as Scholl delivers a passionate call to freedom and personal responsibility.","War and historical adventure|Politics and human rights|Nazis and World War II|Politics, propaganda, and political documentaries|Riveting political and presidential drama|Political drama, patriotism, and war|Military combat and heroic soldiers",Drama|History
1055276,"Soldier Robert Miller returns home from Afghanistan unable to fit back into society. Living on a violent council estate and finding work in undercover surveillance, he becomes obsessed with taking down a group of local gangsters who are intrinsically tied to a suspected terrorist cell. Taking the situation into his own hands, Robert embarks on a brutal quest for justice, with devastating consequences.","High speed and special ops|Crime, drugs and gangsters|Violent action, guns, and crime|Military combat and heroic soldiers|Gritty crime and ruthless gangsters|Explosive and action-packed heroes vs. villains|Violent crime and drugs",Thriller|Crime|Action
1009922,"Unofficial lawman John Corbett hunts down Cuchillo Sanchez, a Mexican peasant accused of raping and killing a 12-year-old girl.",Westerns|Wild west outlaws and gunfights|Western frontier dramas with a touch of humor,Drama|Western
1040146,"In post-WWII Japan, an American captain is brought in to help build a school, but the locals want a teahouse instead.","Crude humor and satire|Amusing jokes and witty satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Military combat and heroic soldiers",Comedy
1006985,"In late 1920s Berlin, Franz Biberkopf is released from prison and vows to go straight. However, he soon finds himself embroiled in the city’s criminal underworld.","Crime, drugs and gangsters|Powerful stories of heartbreak and suffering",Crime|Drama
1001235,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.","Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror|Twisted dark psychological thriller|Sci-fi horror, creatures, and aliens",Horror
1009819,Lady Snowblood is caught by the police and sentenced to death for her crimes. As she is sent to the gallows she is rescued by the secret police who offer her a deal to assassinate some revolutionaries.,"Epic heroes|High speed and special ops|Exciting spy thrillers with tense intrigue|Intense combat and martial arts|Explosive and action-packed heroes vs. villains|Brutal, violent prison drama|Graphic violence and brutal revenge",Action|Thriller|Drama
1039260,"In legendary Chen Village, everyone is a martial arts master, using their powerful Chen Style Tai Chi in all aspects of their lives. Lu Chan has arrived to train, but the villagers are forbidden to teach Chen Style to outsiders, and do their best to discourage him by challenging him to a series of fights. Everyone, from strong men to young children, defeats him using their Tai Chi moves. But when a man from the village's past returns with a frightening steampowered machine and plans to build a railroad through the village at any costs, the villagers realize they may have no choice but to put their faith in Lu Chan... who has a secret power of his own.","Epic heroes|Intense combat and martial arts|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay",Drama|Action
1027172,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.","Epic heroes|Intense combat and martial arts|Explosive and action-packed heroes vs. villains|Superheroes in action-packed battles with villains|Violent action, guns, and crime|Adrenaline-fueled action and fast cars",Action|Thriller
1021518,"Ray is an aging ex-socialist who has become a bankrobber after seeing the demise of socialism in 1980s Britain. Teaming up with a gang of other has-beenish crims, he commits one bank job too many. The gang dissolves in a murderous flurry of recriminations.","Crime, drugs and gangsters|Heists and thrilling action|Gritty crime and ruthless gangsters|Violent action, guns, and crime|Violent crime and drugs",Crime|Drama|Thriller
1004550,"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",Moving relationship stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Tragic sadness and captivating beauty|Touching and sentimental family stories|Emotional and captivating fantasy storytelling,Animation|War|Drama|Romance|History
1014518,"After deciding he needs to do something meaningful with his life, high school wrestler Louden Swain sets out on a mission to drop weight and challenge the area's undefeated champion, which creates problems with his teammates and health. Matters are complicated further when Louden's father takes in an attractive female drifter who's on her way to San Francisco.",Underdogs and coming of age|Inspiring sports underdog stories|Underdog fighting and boxing stories|Student coming-of-age challenges,Drama|Romance
1001057,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.","Crude humor and satire|High speed and special ops|Epic heroes|Action comedy and silly heroics|Gags, jokes, and slapstick humor|Explosive and action-packed heroes vs. villains|Adrenaline-fueled action and fast cars|Laugh-out-loud relationship entanglements",Comedy|Action|Crime
1012382,"On the eve of World War II, a British officer revisits Waterloo Bridge and recalls the young man he was at the beginning of World War I and the young ballerina he met just before he left for the front. Myra stayed with him past curfew and is thrown out of the corps de ballet. She survives on the streets of London, falling even lower after she hears her true love has been killed in action. But he wasn't killed. Those terrible years were nothing more than a bad dream is Myra's hope after Roy finds her and takes her to his family's country estate.",Moving relationship stories|Passion and romance|Charming romances and delightful chemistry|Touching and sentimental family stories|Captivating relationships and charming romance|Tragic sadness and captivating beauty,Romance|Drama|War
1046041,"A team of American astronauts leave their space station on the first mission to Mars, but the captain's religious beliefs may get in the way.","Monsters, aliens, sci-fi and the apocalypse|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Humanity's odyssey: earth and beyond|Dangerous technology and the apocalypse",Science Fiction
1041623,"In 1918, Elizabeth MacDonald learns that her husband, John Andrew, has been killed in the war. Elizabeth bears John's son and eventually marries her kindly boss. Unknown to her, John has survived but is horribly disfigured and remains in Europe. Years later, on the eve of World War II, Elizabeth refuses to agree to her son's request to enlist and is stunned when an eerily familiar stranger named Kessler arrives from abroad and becomes involved.",War and historical adventure|Moving relationship stories|Enduring stories of family and marital drama|Heartbreaking and moving family drama|Touching and sentimental family stories|Emotional and touching family dramas|Powerful stories of heartbreak and suffering,Romance|War|Drama
1002623,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.","Crude humor and satire|Teen school antics and laughter|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy|Funny jokes and crude humor",Comedy|Romance
1001484,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.","Crime, drugs and gangsters|High speed and special ops|Thrillers and murder mysteries|Heists and thrilling action|Suspenseful crime thrillers|Intense political and terrorist thrillers|Intriguing and suspenseful murder mysteries|Noir and dark crime dramas",Crime|Drama|Thriller
1022403,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",Moving relationship stories|Heartbreaking and moving family drama|Enduring stories of family and marital drama|Powerful stories of heartbreak and suffering|Emotional and touching family dramas|Touching and sentimental family stories,Drama
1090934,"When an alien force wages war on Earth, only the crew of the USS Iowa - the last American battleship, stands in their way.","Monsters, aliens, sci-fi and the apocalypse|Bravery in War|Dangerous technology and the apocalypse|Action-packed space and alien sagas",Science Fiction|Thriller|War|Action
1030382,"Set in German-occupied Norway, resistance fighter Knut Straud enlists the reluctant physicist Rolf Pedersen in an effort to destroy the German heavy water production plant in rural Telemark.",War and historical adventure|Bravery in War|Nazis and World War II|Exciting spy thrillers with tense intrigue|Historical battles and epic heroism|Explosive and action-packed heroes vs. villains,Drama|War|Action
1037643,"David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.","Epic heroes|Intense combat and martial arts|Explosive and action-packed heroes vs. villains|Graphic violence and brutal revenge|Superheroes in action-packed battles with villains|Brutal, violent prison drama",Science Fiction|Thriller|Action
1019744,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.","Monsters, aliens, sci-fi and the apocalypse|Action-packed space and alien sagas|Sci-fi monster and dinosaur adventures|Thought-provoking sci-fi action and future technology|Imaginative space odysseys and alien encounters|Humanity's odyssey: earth and beyond",Science Fiction|Action|Adventure|Thriller
1093174,"Romantic, small-town girl Holly and realistic, career-driven Chris aren't a likely pair, but when 'matched' together by Holly's all-knowing great-aunt, they don't seem to have much of a choice.",Moving relationship stories|Touching and sentimental family stories|Powerful stories of heartbreak and suffering|Emotional and touching family dramas|Laugh-out-loud relationship entanglements|Emotional teen coming-of-age stories,Family|Comedy|Romance
1041326,The partners of stage-producer J. J. Hobart gamble away the money for his new show. They enlist a gold-digging chorus girl to help get it back by conning an insurance company. But they don’t count on the persistence of insurance man Rosmer Peck and his secretary Norma Perry.,Song and dance|Dazzling vocal performances and musicals|Catchy songs and hilarious musical comedy,Music|Comedy|Romance
1011218,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Suspenseful crime thrillers|Noir and dark crime dramas|Twisted dark psychological thriller|Erotic relationships and desire,Romance|Mystery|Thriller
1030286,"In 14th Century England, this tale of murder and mystery follows a fugitive priest who falls in with a troupe of actors. As they arrive in a small town, the actors encounter a woman being sentenced to death for practicing witchcraft and murder. Discarding the expected bible stories, the actors now stage a performance based on the crime. Through the performance of the play, they discover a mystery.","Thrillers and murder mysteries|Faith and religion|Intriguing and suspenseful murder mysteries|Suspenseful crime thrillers|Lavish dramas and sumptuous royalty|Faith and spiritual journeys|Religious faith, sin, and forgiveness",Drama|Mystery|Crime
1017754,"Sinners are invited to a theme park where they endure the repetition of their transgressions. What chances do a conniving kleptomaniac, a gullible teenager, and an obsessed father stand when facing their own moral failings? Lucifer and his colorful cast of singing carnies invite you to grab a ticket to The Devil’s Carnival to find out!","Song and dance|Dazzling vocal performances and musicals|Dreamlike, quirky, and surreal storytelling",Horror|Music
1004485,"Hailed as one of the most innovative and intimate documentaries of all time experience Kurt Cobain like never before in the only ever fully authorized portrait of the famed music icon. Academy Award nominated filmmaker Brett Morgen expertly blends Cobain's personal archive of art, music, never seen before movies, animation and revelatory interviews from his family and closest friends.","Humanity and the world around us|Fascinating, emotional stories and documentaries|Emotional life of renowned artists|Powerful stories of heartbreak and suffering|Legendary musicians and stardom|Emotional and touching family dramas",Music|Documentary
1004533,"Count Dracula adjourns to Earth, accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way.","Horror, the undead and monster classics|Kids' animated fun and adventure|Bloody vampire horror|Creepy, chilling, and terrifying horror|Superheroes in action-packed battles with villains|Teen school antics and laughter",Horror|Comedy|Fantasy|Action
1052188,"A girl, Carola, whose vacation in Kenya takes an interesting turn when she becomes infatuated with a Masai. Carola decides to leave her boyfriend to stay with her lover. There, she has to adapt to the Masai's way of life and get used to their food which includes milk mixed with blood. She also has to face her husband's attitude towards women and what he expects from a wife. Nonetheless, Carola is welcomed warmly into the tribe she has chosen to join.",Intense violence and sexual transgression|Passion and romance,Drama
1033554,This four-part historical drama follows the end of Catherine the Great's reign and her affair with Russian military leader Grigory Potemkin that helped shape the future of Russian politics.,"Epic history and literature|Lavish dramas and sumptuous royalty|Political drama, patriotism, and war",Drama
1008736,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon.","Moving relationship stories|Relationship comedy|Emotional and touching family dramas|Quirky and endearing relationships|Touching and sentimental family stories|Heartbreaking and moving family drama|Dreamlike, quirky, and surreal storytelling",Comedy|Drama
1027886,"Set in the 1980s, an estranged family hires a cult deprogrammer to take back their teenage son from a murderous cult, but find themselves under siege when the cultists surround their cabin, demanding the boy back.","Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Gory, gruesome, and slasher horror|Twisted dark psychological thriller|Creepy, chilling, and terrifying horror|Sci-fi horror, creatures, and aliens",Thriller|Horror
1002793,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.","Crude humor and satire|Underdogs and coming of age|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Teen school antics and laughter|Quirky and endearing relationships|Laugh-out-loud relationship entanglements",Comedy
1035034,"The two American Ninjas, Joe Armstrong and Sean Davidson, team up to do battle against a terrorist and his band of Ninjas.","Epic heroes|Intense combat and martial arts|Explosive and action-packed heroes vs. villains|Historical battles and epic heroism|Fantasy adventure, heroism, and swordplay",Action|Thriller
1036590,"World War II veteran Bob MacDonald surprises his new wife, Betty, by quitting his city job and moving them to a dilapidated farm in the country. While Betty gamely struggles with managing the crumbling house and holding off nosy neighbors and a recalcitrant pig, Bob makes plans for crops and livestock. The couple's bliss is shaken by a visit from a beautiful farm owner, who seems to want more from Bob than just managing her property.","Crude humor and satire|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements",Romance|Comedy
1007164,"Matt Ryder is convinced to drive his estranged and dying father Benjamin Ryder cross country to deliver four old rolls of Kodachrome film to the last lab in the world that can develop them before it shuts down for good. Along with Ben's nurse Zooey, the three navigate a world changing from analogue to digital while trying to put the past behind them.",Moving relationship stories|Emotional and touching family dramas|Touching and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Enduring stories of family and marital drama,Comedy|Drama
1022361,"After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.","Monsters, aliens, sci-fi and the apocalypse|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Thought-provoking sci-fi action and future technology|Dangerous technology and the apocalypse",Drama|Adventure|Romance|Science Fiction
1006628,A Taiwanese-American man is happily settled in New York with his American boyfriend. He plans a marriage of convenience to a Chinese woman in order to keep his parents off his back and to get the woman a green card. Chaos follows when his parents arrive in New York for the wedding.,Moving relationship stories|Emotional LGBTQ relationships|Quirky and endearing relationships|Tragic sadness and captivating beauty|Touching and sentimental family stories|Emotional and touching family dramas,Romance|Drama|Comedy
1067698,"Will tell stories of emotional love and breakups. Ha Young-eun, a manager of the design team at a fashion label who is a trendy and intelligent realist. Yoon Jae-guk, a wealthy and popular freelancer photographer who also has the brains and looks. Hwang Chi-sook is a director of the fashion label’s design team who attended high school with Ha Young-eun and Seok Do-hoon is a skilled PR company CEO.",Moving relationship stories|Passion and romance,Drama
1034754,"A college co-ed is brutally raped and struggles alone to rebuild her life, but when the chance for revenge comes she as a Victim sinks lower than her Predator.",Intense violence and sexual transgression|Challenging or sexual themes & twists|Graphic violence and brutal revenge,Drama|Thriller
1053228,"Four tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry his girlfriend. En route to the wedding, one of the men asks to stop by a bank to pick up some cash. As it turns out, he is a wanted bank robber who uses Shakespeare passages during his robberies and thus has become known as ""Hamlet"". Soon all five men are caught up in the bank and involved in the robbery as they end up in a hostage situation. The hostage negotiator shows up who turns out to be Hamlet's father.",Crude humor and satire|Heists and thrilling action,Comedy|Romance
1027111,"One year after a young girl dies in a car accident, her sister begins seeing visions of her, while the family home is plagued by strange happenings.","Horror, the undead and monster classics|Intense violence and sexual transgression|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Gothic and eerie haunting horror|Gory, gruesome, and slasher horror|Creepy, chilling, and terrifying horror",TV Movie|Horror
1017227,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families|Holiday joy and heartwarming Christmas,Animation|Drama|Family
1008575,"When Jack and Beata Kowalski are wrongfully accused of child abuse after their 10-year-old daughter Maya visits the ER, a nightmare unfolds.","Moving relationship stories|Powerful stories of heartbreak and suffering|Emotional and touching family dramas|Heartbreaking and moving family drama|Gripping, intense violent crime",Documentary
1048416,"Roy is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common. Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!",Crude humor and satire|Bollywood emotional dramas,Drama|Comedy|Romance
1043397,A team of maritime salvage workers are about to embark on a recovery dive. However the 1883 Krakatoa Volcano eruption provides more pressing problems.,Epic heroes|Disastrous voyages and heroic survival,Thriller|Action|Drama|Adventure
1005706,"Director Martin Scorsese profiles former Beatle George Harrison in this reverent portrait that mixes interviews and archival footage, featuring commentary from the likes of Paul McCartney, Eric Clapton, Ringo Starr and Yoko Ono.",Song and dance|Legendary musicians and stardom|Emotional life of renowned artists,Documentary|Music
1002788,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.","Epic heroes|Underdogs and coming of age|Superheroes in action-packed battles with villains|Action comedy and silly heroics|Adrenaline-fueled action and fast cars|Action-packed space and alien sagas|Fantasy adventure, heroism, and swordplay",Adventure|Action|Science Fiction
1001828,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.","Monsters, aliens, sci-fi and the apocalypse|Horror, the undead and monster classics|Sci-fi horror, creatures, and aliens|Sci-fi monster and dinosaur adventures|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Thought-provoking sci-fi action and future technology",Science Fiction|Horror|Action|Adventure
1024133,"Laura Chant, 16, lives with her mother and four-year-old brother Jacko in a poor new suburb on the edge of a partially demolished Christchurch, New Zealand. Laura is drawn into a supernatural battle with an ancient spirit who attacks Jacko and slowly drains the life out of him as the spirit becomes ever younger. Laura discovers her true identity and the supernatural ability within her, and must harness it to save her brother's life.","Monsters, aliens, sci-fi and the apocalypse|Surreal and thought-provoking visions of life and death",Fantasy|Horror|Thriller
